"","pol_knowledge","likelihood_vote","know1","know2","know3","know4","know5","know6","know7","know8","know9","know10","general_internet","election_internet","internet_skills","int_attch","int_post","int_blog","int_down","election_newspaper","election_tv","election_radio","female","highest_qual","tertiary_ed","country_birth","aust_born","age","income","rural_urban","interest_pol","age_cat","age_18_24","weight","know1_correct","know2_correct","know3_correct","know4_correct","know5_correct","know6_correct","know7_correct","know8_correct","know9_correct","know10_correct","income_quintiles"
"3560",4,5,1,1,1,2,1,1,2,2,3,5,1,2,4,1,1,1,1,3,1,2,1,1,0,1,1,22,21,5,2,1,1,1.60455171882009,1,1,0,0,0,0,0,1,1,0,5
"3561",5,5,1,3,2,2,3,1,3,2,5,3,1,3,2,1,NA,NA,1,3,2,2,0,1,0,1,1,44,17,5,2,3,0,1.22587536092229,1,0,1,0,0,0,1,1,0,1,4
"3562",3,5,1,3,3,3,1,2,3,5,5,5,2,3,2,1,NA,NA,1,2,1,4,1,1,0,1,1,62,5,5,2,5,0,0.676741845125978,1,0,0,0,0,1,1,0,0,0,2
"3563",6,4,3,3,2,2,2,2,3,2,3,1,2,3,2,1,NA,NA,1,2,2,NA,0,6,0,5,0,73,11,5,1,6,0,0.693036167477596,0,0,1,0,1,1,1,1,1,0,3
"3564",2,5,3,2,1,3,2,3,3,1,5,5,1,3,1,1,NA,NA,NA,1,1,1,0,1,0,1,1,58,20,5,1,5,0,0.705047900100259,0,0,0,0,1,0,1,0,0,0,5
"3565",3,4,1,2,1,2,2,1,2,2,5,1,1,2,4,1,1,1,1,3,1,2,1,2,1,1,1,41,NA,5,2,3,0,1.16241389057484,1,0,0,0,1,0,0,1,0,0,NA
"3566",2,2,1,3,3,3,3,3,5,2,5,5,7,5,0,NA,NA,NA,NA,3,3,NA,1,1,0,5,0,68,10,5,3,6,0,0.649202885943377,1,0,0,0,0,0,0,1,0,0,3
"3567",5,5,1,1,1,2,1,2,1,2,3,5,1,1,1,1,NA,NA,NA,2,1,1,1,1,0,1,1,56,22,5,1,5,0,0.668548776427459,1,1,0,0,0,1,0,1,1,0,5
"3568",5,5,1,3,3,2,1,2,3,5,3,3,1,3,3,1,1,NA,1,2,2,2,1,1,0,1,1,19,22,5,2,1,1,1.5851259916284,1,0,0,0,0,1,1,0,1,1,5
"3569",6,5,1,3,1,2,1,2,3,2,3,3,1,3,1,1,NA,NA,NA,2,2,2,1,4,0,1,1,65,NA,5,2,6,0,0.649202885943377,1,0,0,0,0,1,1,1,1,1,NA
"3570",2,5,1,3,3,3,3,3,5,5,3,5,1,5,2,1,NA,NA,1,4,2,2,1,2,1,1,1,58,20,5,2,5,0,0.668548776427459,1,0,0,0,0,0,0,0,1,0,5
"3571",0,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,4,3,1,1,NA,1,2,1,2,0,2,1,12,0,34,1,5,1,2,0,1.57825561426882,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1
"3572",5,5,1,2,1,2,1,NA,3,2,3,3,3,3,0,NA,NA,NA,NA,4,3,3,1,7,0,1,1,74,15,5,1,6,0,0.649202885943377,1,0,0,0,0,NA,1,1,1,1,4
"3573",4,5,3,3,1,3,1,3,3,2,3,3,1,3,3,1,NA,1,1,3,2,3,1,1,0,12,0,41,13,4,2,3,0,1.43135592181356,0,0,0,0,0,0,1,1,1,1,4
"3574",2,5,3,3,3,3,3,3,5,2,3,5,2,5,1,1,NA,NA,NA,3,3,4,0,1,0,1,1,72,5,5,3,6,0,0.684645829313056,0,0,0,0,0,0,0,1,1,0,2
"3575",9,5,1,1,2,2,2,2,3,2,3,3,1,3,2,1,NA,NA,1,2,1,1,1,1,0,9,0,72,11,5,1,6,0,0.649202885943377,1,1,1,0,1,1,1,1,1,1,3
"3576",3,5,1,1,1,3,1,1,1,2,5,5,1,1,1,1,NA,NA,NA,2,2,2,1,6,0,NA,NA,45,14,5,2,4,0,0.846982739910863,1,1,0,0,0,0,0,1,0,0,4
"3577",3,4,2,3,2,2,1,3,3,2,5,1,1,3,2,1,NA,NA,1,3,3,1,0,5,0,1,1,41,18,5,2,3,0,1.22587536092229,0,0,1,0,0,0,1,1,0,0,5
"3578",2,5,1,2,1,3,1,1,2,1,3,1,1,2,2,1,NA,NA,1,3,2,4,1,2,1,1,1,59,22,5,2,5,0,0.571921083625698,1,0,0,0,0,0,0,0,1,0,5
"3579",5,5,3,3,2,2,1,3,3,2,3,3,1,3,3,1,1,NA,1,4,2,2,1,3,1,1,1,43,16,5,2,3,0,1.16241389057484,0,0,1,0,0,0,1,1,1,1,4
"3580",3,5,1,3,1,2,2,3,5,2,4,1,1,5,3,1,1,NA,1,1,1,2,1,3,1,1,1,32,14,4,1,2,0,1.47843380709677,1,0,0,0,1,0,0,1,0,0,4
"3581",9,5,1,1,3,1,2,2,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,1,0,1,0,1,1,68,22,5,1,6,0,0.684645829313056,1,1,0,1,1,1,1,1,1,1,5
"3582",8,5,1,1,2,2,2,1,3,2,3,3,1,3,0,NA,NA,NA,NA,2,1,1,0,2,1,1,1,67,14,5,1,6,0,0.693036167477596,1,1,1,0,1,0,1,1,1,1,4
"3583",1,1,3,3,3,3,3,3,5,5,5,3,7,5,0,NA,NA,NA,NA,4,4,4,0,1,0,1,1,38,1,5,4,3,0,1.24089846978434,0,0,0,0,0,0,0,0,0,1,1
"3584",0,4,3,3,3,3,3,3,5,5,5,5,7,5,0,NA,NA,NA,NA,3,2,2,1,1,0,1,1,73,2,5,3,6,0,0.65715887065437,0,0,0,0,0,0,0,0,0,0,1
"3585",2,5,1,3,1,3,1,3,5,5,5,3,7,5,0,NA,NA,NA,NA,2,2,2,1,6,0,1,1,91,NA,5,1,6,0,0.799405790646541,1,0,0,0,0,0,0,0,0,1,NA
"3586",3,5,1,3,2,3,1,3,5,5,5,3,1,5,3,1,1,NA,1,3,2,2,1,7,0,1,1,46,14,5,2,4,0,0.857362517750905,1,0,1,0,0,0,0,0,0,1,4
"3587",6,5,1,2,2,3,1,2,3,2,3,1,3,3,1,1,NA,NA,NA,2,2,3,1,3,1,1,1,64,14,5,2,5,0,0.668548776427459,1,0,1,0,0,1,1,1,1,0,4
"3588",7,5,1,2,2,3,1,2,3,2,3,3,1,3,4,1,1,1,1,2,1,3,0,3,1,1,1,65,22,5,1,6,0,0.684645829313056,1,0,1,0,0,1,1,1,1,1,5
"3589",5,5,1,3,3,3,1,2,3,2,4,3,7,3,0,NA,NA,NA,NA,3,2,4,0,4,0,3,0,79,3,4,2,6,0,0.843048994921744,1,0,0,0,0,1,1,1,0,1,1
"3590",8,5,1,2,2,2,2,2,3,2,3,3,1,3,4,1,1,1,1,3,3,4,0,2,1,1,1,45,20,5,1,4,0,0.904169843814734,1,0,1,0,1,1,1,1,1,1,5
"3591",2,4,1,3,3,3,3,1,5,2,5,5,3,5,1,1,NA,NA,NA,3,3,4,1,1,0,3,0,64,5,5,3,5,0,0.668548776427459,1,0,0,0,0,0,0,1,0,0,2
"3592",9,5,1,2,2,1,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,1,1,2,0,1,0,1,1,77,3,5,1,6,0,0.585691573160817,1,0,1,1,1,1,1,1,1,1,1
"3593",1,4,3,3,1,3,1,1,5,5,3,5,1,5,1,1,NA,NA,NA,3,3,3,1,6,0,12,0,46,7,5,3,4,0,0.846982739910863,0,0,0,0,0,0,0,0,1,0,2
"3594",3,5,1,3,1,2,1,3,2,2,3,5,1,2,3,1,1,NA,1,3,2,1,1,3,1,1,1,22,3,5,2,1,1,1.35602218832831,1,0,0,0,0,0,0,1,1,0,1
"3595",3,4,1,3,3,2,2,2,5,5,5,5,1,5,1,1,NA,NA,NA,4,4,4,1,5,0,1,1,53,NA,5,3,4,0,0.846982739910863,1,0,0,0,1,1,0,0,0,0,NA
"3596",2,3,1,3,1,3,3,1,2,2,5,1,1,2,3,1,1,NA,1,3,2,3,0,3,1,12,0,35,21,5,3,3,0,1.22587536092229,1,0,0,0,0,0,0,1,0,0,5
"3597",7,5,1,2,2,2,2,2,3,2,3,1,1,3,4,1,1,1,1,4,4,4,1,3,1,1,1,91,22,5,1,6,0,0.649202885943377,1,0,1,0,1,1,1,1,1,0,5
"3598",1,5,3,3,3,3,3,3,5,5,5,3,1,5,3,1,1,NA,1,2,1,2,0,3,1,3,0,45,22,5,1,4,0,0.893223386611214,0,0,0,0,0,0,0,0,0,1,5
"3599",4,5,1,3,2,2,1,1,3,2,5,5,3,3,1,1,NA,NA,NA,2,2,1,1,3,1,1,1,64,13,5,2,5,0,0.668548776427459,1,0,1,0,0,0,1,1,0,0,4
"3600",2,5,3,3,3,2,1,3,1,2,3,5,3,1,0,NA,NA,NA,NA,2,NA,NA,0,6,0,3,0,63,11,4,2,5,0,0.713688265747379,0,0,0,0,0,0,0,1,1,0,3
"3601",3,3,1,3,1,3,1,1,5,2,3,5,1,5,2,1,NA,NA,1,4,1,4,1,7,0,1,1,66,9,5,2,6,0,0.65715887065437,1,0,0,0,0,0,0,1,1,0,2
"3602",7,4,1,1,1,3,1,2,3,2,3,3,7,3,0,NA,NA,NA,NA,3,2,2,0,6,0,3,0,87,3,5,2,6,0,0.585691573160817,1,1,0,0,0,1,1,1,1,1,1
"3603",7,5,1,1,2,2,1,3,3,2,3,3,1,3,4,1,1,1,1,3,2,2,0,2,1,1,1,29,18,5,1,2,0,1.33379909584716,1,1,1,0,0,0,1,1,1,1,5
"3604",2,4,1,1,3,2,1,3,5,5,5,4,1,5,3,1,1,NA,1,3,3,2,0,6,0,1,1,49,22,5,3,4,0,0.893223386611214,1,1,0,0,0,0,0,0,0,0,5
"3605",7,4,1,3,3,1,2,3,3,2,3,3,3,3,3,1,1,NA,1,4,1,1,0,5,0,3,0,49,20,5,2,4,0,0.893223386611214,1,0,0,1,1,0,1,1,1,1,5
"3606",2,5,3,3,2,2,1,3,5,5,3,5,1,5,1,1,NA,NA,NA,3,3,3,0,1,0,1,1,51,22,5,2,4,0,0.893223386611214,0,0,1,0,0,0,0,0,1,0,5
"3607",8,1,1,2,1,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,3,3,3,0,3,1,3,0,75,12,5,2,6,0,0.843048994921744,1,0,0,1,1,1,1,1,1,1,3
"3608",8,4,1,1,2,1,1,2,5,2,3,3,1,5,3,1,1,NA,1,3,2,1,0,5,0,1,1,27,15,5,1,2,0,1.55914824450196,1,1,1,1,0,1,0,1,1,1,4
"3609",7,5,1,1,2,2,1,1,3,2,3,3,2,3,2,1,NA,NA,1,2,2,2,1,1,0,1,1,59,12,5,2,5,0,0.676741845125978,1,1,1,0,0,0,1,1,1,1,3
"3610",6,5,3,1,2,1,2,3,5,2,3,5,5,5,3,1,1,NA,1,2,2,2,1,6,0,2,0,61,22,5,1,5,0,0.668548776427459,0,1,1,1,1,0,0,1,1,0,5
"3611",10,4,1,1,2,1,2,2,3,2,3,3,2,3,3,1,1,NA,1,3,3,3,0,4,0,1,1,69,8,5,2,6,0,0.684645829313056,1,1,1,1,1,1,1,1,1,1,2
"3612",2,5,1,3,1,3,1,3,5,2,5,5,1,5,4,1,1,1,1,4,3,4,1,2,1,1,1,34,16,5,3,2,0,1.26475059836624,1,0,0,0,0,0,0,1,0,0,4
"3613",1,4,2,NA,2,2,NA,NA,2,3,4,5,NA,2,0,NA,NA,NA,NA,3,3,3,1,3,1,12,0,62,NA,NA,3,5,0,0.676741845125978,0,NA,1,0,NA,NA,0,0,0,0,NA
"3614",1,5,1,3,3,3,3,3,5,1,5,5,1,5,4,1,1,1,1,3,2,3,1,1,0,1,1,20,15,5,2,1,1,1.35602218832831,1,0,0,0,0,0,0,0,0,0,4
"3615",8,3,1,1,1,1,1,2,3,2,3,3,3,3,2,1,1,NA,NA,1,1,NA,1,NA,NA,12,0,69,5,5,1,6,0,0.65715887065437,1,1,0,1,0,1,1,1,1,1,2
"3616",1,3,3,3,3,3,3,3,5,2,5,5,1,5,3,1,1,NA,1,4,4,4,1,1,0,1,1,66,11,5,4,6,0,0.649202885943377,0,0,0,0,0,0,0,1,0,0,3
"3617",7,5,1,1,2,1,1,1,3,2,4,3,1,3,4,1,1,1,1,2,2,2,0,3,1,1,1,54,22,5,2,4,0,0.893223386611214,1,1,1,1,0,0,1,1,0,1,5
"3618",5,5,1,1,3,3,2,2,2,5,3,5,1,2,4,1,1,1,1,3,1,2,0,1,0,9,0,22,19,5,1,1,1,1.69215150763067,1,1,0,0,1,1,0,0,1,0,5
"3619",9,4,1,1,2,1,1,2,3,2,3,3,1,3,3,1,1,NA,1,1,2,2,0,2,1,12,0,46,22,5,1,4,0,0.893223386611214,1,1,1,1,0,1,1,1,1,1,5
"3620",8,4,1,1,1,1,1,2,3,2,3,3,1,3,4,1,1,1,1,2,2,4,1,7,0,1,1,40,14,5,2,3,0,1.17665927879092,1,1,0,1,0,1,1,1,1,1,4
"3621",6,5,1,2,2,2,1,2,2,2,3,3,1,2,4,1,1,1,1,3,3,3,1,3,1,1,1,102,22,5,2,6,0,0.65715887065437,1,0,1,0,0,1,0,1,1,1,5
"3622",5,4,1,3,1,1,1,3,3,2,NA,3,2,3,4,1,1,1,1,2,2,1,0,2,1,2,0,63,13,5,1,5,0,0.713688265747379,1,0,0,1,0,0,1,1,NA,1,4
"3623",4,2,1,1,1,3,1,2,2,2,5,5,1,2,2,1,NA,NA,1,3,3,4,0,5,0,1,1,80,12,5,2,6,0,0.684645829313056,1,1,0,0,0,1,0,1,0,0,3
"3624",7,2,1,1,2,3,1,3,3,2,3,3,1,3,3,1,1,NA,1,2,2,4,0,6,0,1,1,25,11,5,2,2,0,1.57825561426882,1,1,1,0,0,0,1,1,1,1,3
"3625",7,5,1,1,2,2,1,1,3,2,3,3,7,3,0,NA,NA,NA,NA,3,2,NA,0,6,0,3,0,84,3,5,2,6,0,0.684645829313056,1,1,1,0,0,0,1,1,1,1,1
"3626",1,3,3,3,3,3,3,3,5,2,5,5,6,5,2,1,NA,NA,1,4,3,NA,1,1,0,1,1,63,2,2,3,5,0,0.734947359249562,0,0,0,0,0,0,0,1,0,0,1
"3627",6,5,1,2,1,2,2,1,3,2,3,3,2,3,1,1,NA,NA,NA,3,1,2,1,6,0,1,1,63,NA,2,2,5,0,0.734947359249562,1,0,0,0,1,0,1,1,1,1,NA
"3628",2,5,2,1,1,2,3,1,5,3,3,5,1,5,4,1,1,1,1,3,1,2,1,3,1,1,1,34,18,4,2,2,0,1.6055916006624,0,1,0,0,0,0,0,0,1,0,5
"3629",10,5,1,1,2,1,2,2,3,2,3,3,2,3,1,1,NA,NA,NA,3,3,3,1,1,0,1,1,57,12,4,1,5,0,0.734947359249562,1,1,1,1,1,1,1,1,1,1,3
"3630",1,5,1,3,3,3,3,3,5,5,5,5,1,5,3,1,1,NA,1,4,4,4,0,6,0,3,0,54,16,1,3,4,0,0.970048141603624,1,0,0,0,0,0,0,0,0,0,4
"3631",9,5,1,1,3,1,2,2,3,2,3,3,3,3,0,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,68,10,3,1,6,0,0.705039816996184,1,1,0,1,1,1,1,1,1,1,3
"3632",9,5,1,1,2,1,2,1,3,2,3,3,1,3,2,1,NA,NA,1,2,2,NA,1,6,0,1,1,45,17,1,2,4,0,0.919830408760329,1,1,1,1,1,0,1,1,1,1,4
"3633",0,1,3,3,3,3,3,3,5,3,5,5,3,5,1,1,NA,NA,NA,4,4,4,1,1,0,1,1,58,5,4,4,5,0,0.734947359249562,0,0,0,0,0,0,0,0,0,0,2
"3634",8,5,1,1,3,2,2,2,3,2,3,3,2,3,3,1,1,NA,1,2,3,4,0,1,0,1,1,63,5,1,2,5,0,0.765687974011235,1,1,0,0,1,1,1,1,1,1,2
"3635",0,2,3,3,3,3,3,1,5,5,5,5,5,5,1,NA,1,NA,NA,3,3,4,1,7,0,1,1,39,4,5,3,3,0,1.26239130236428,0,0,0,0,0,0,0,0,0,0,1
"3636",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1.00652732776771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637",8,4,1,2,2,2,2,2,3,2,3,3,5,3,0,NA,NA,NA,NA,1,1,NA,0,6,0,1,1,63,5,4,2,5,0,0.765687974011235,1,0,1,0,1,1,1,1,1,1,2
"3638",0,5,NA,NA,NA,NA,NA,NA,5,5,5,1,7,5,0,NA,NA,NA,NA,1,NA,NA,1,1,0,1,1,74,NA,2,1,6,0,0.705039816996184,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
"3639",9,5,1,1,2,3,2,2,3,2,3,3,1,3,4,1,1,1,1,4,2,2,0,3,1,1,1,25,16,2,1,2,0,1.4485170827287,1,1,1,0,1,1,1,1,1,1,4
"3640",4,1,1,3,2,2,1,1,3,2,5,1,1,3,3,1,1,NA,1,2,2,2,1,1,0,1,1,47,12,2,1,4,0,3.37105877821636,1,0,1,0,0,0,1,1,0,0,3
"3641",7,5,1,1,1,1,1,2,3,5,3,3,5,3,0,NA,NA,NA,NA,3,1,2,1,6,0,1,1,62,7,2,2,5,0,0.726049617448173,1,1,0,1,0,1,1,0,1,1,2
"3642",4,5,2,1,3,3,1,2,5,2,3,5,5,5,1,NA,NA,NA,1,2,1,NA,0,7,0,3,0,90,12,2,1,6,0,0.743531152830054,0,1,0,0,0,1,0,1,1,0,3
"3643",3,5,3,3,3,3,1,3,3,2,3,5,2,3,0,NA,NA,NA,NA,2,2,NA,1,1,0,1,1,68,3,3,2,6,0,0.705039816996184,0,0,0,0,0,0,1,1,1,0,1
"3644",5,5,1,3,1,2,1,3,3,2,3,3,1,3,4,1,1,1,1,3,1,1,1,7,0,1,1,41,16,4,2,3,0,1.27786191427678,1,0,0,0,0,0,1,1,1,1,4
"3645",7,5,1,1,1,1,1,1,3,2,3,3,6,3,0,NA,NA,NA,NA,3,1,4,1,1,0,NA,NA,79,6,2,1,6,0,0.713680083584822,1,1,0,1,0,0,1,1,1,1,2
"3646",1,3,3,3,3,3,2,3,5,3,5,5,7,5,0,NA,NA,NA,NA,3,4,4,1,NA,NA,1,1,71,NA,1,3,6,0,0.705039816996184,0,0,0,0,1,0,0,0,0,0,NA
"3647",2,4,1,1,1,3,1,3,4,5,5,5,7,4,0,NA,NA,NA,NA,3,3,NA,1,1,0,1,1,65,4,4,3,6,0,0.868161440046779,1,1,0,0,0,0,0,0,0,0,1
"3648",8,5,1,3,2,2,2,2,3,2,3,3,3,3,3,1,1,NA,1,4,1,2,1,7,0,1,1,63,11,4,1,5,0,0.726049617448173,1,0,1,0,1,1,1,1,1,1,3
"3649",2,4,1,3,3,3,3,3,3,5,5,5,1,3,3,1,1,NA,1,4,3,2,0,6,0,1,1,25,13,2,2,2,0,1.7139989262992,1,0,0,0,0,0,1,0,0,0,4
"3650",2,2,1,3,3,3,1,3,5,5,3,5,7,5,0,NA,NA,NA,NA,2,2,NA,0,1,0,1,1,69,NA,2,3,6,0,0.915558328479589,1,0,0,0,0,0,0,0,1,0,NA
"3651",4,5,1,2,1,2,1,3,3,1,3,3,2,3,2,1,1,NA,NA,2,1,1,1,2,1,12,0,68,4,3,2,6,0,0.713680083584822,1,0,0,0,0,0,1,0,1,1,1
"3652",3,5,1,3,1,2,1,2,5,4,3,5,1,5,3,1,1,NA,1,4,4,4,1,7,0,1,1,39,3,1,3,3,0,1.27786191427678,1,0,0,0,0,1,0,0,1,0,1
"3653",0,2,3,3,3,3,3,3,5,5,5,5,1,5,1,1,NA,NA,NA,4,4,4,1,3,1,1,1,45,11,3,3,4,0,0.919830408760329,0,0,0,0,0,0,0,0,0,0,3
"3654",2,5,1,3,3,3,1,3,5,2,5,5,2,5,3,1,1,NA,1,3,2,4,1,1,0,1,1,61,16,2,3,5,0,0.726049617448173,1,0,0,0,0,0,0,1,0,0,4
"3655",6,5,2,2,2,2,2,2,3,2,3,5,7,3,0,NA,NA,NA,NA,2,2,NA,0,1,0,1,1,72,4,4,1,6,0,0.752643130937588,0,0,1,0,1,1,1,1,1,0,1
"3656",0,2,3,3,3,3,1,3,1,5,5,5,7,1,0,NA,NA,NA,NA,3,2,NA,0,1,0,1,1,72,2,4,3,6,0,0.743531152830054,0,0,0,0,0,0,0,0,0,0,1
"3657",7,5,1,1,1,1,1,2,3,2,3,1,5,3,1,NA,NA,NA,1,NA,NA,NA,0,3,1,1,1,89,9,2,NA,6,0,0.752643130937588,1,1,0,1,0,1,1,1,1,0,2
"3658",8,5,1,2,2,1,2,2,3,2,3,1,2,3,1,1,NA,NA,NA,2,1,2,0,6,0,1,1,41,7,2,1,3,0,1.33131099512729,1,0,1,1,1,1,1,1,1,0,2
"3659",7,5,1,1,2,1,1,2,3,3,3,5,2,3,2,1,NA,NA,1,2,2,3,1,7,0,1,1,62,10,4,2,5,0,0.726049617448173,1,1,1,1,0,1,1,0,1,0,3
"3660",3,5,3,3,2,2,2,3,5,5,3,5,1,5,3,1,1,NA,1,2,1,2,0,6,0,1,1,50,19,3,1,4,0,0.970048141603624,0,0,1,0,1,0,0,0,1,0,5
"3661",5,4,3,NA,3,1,2,2,3,2,5,2,3,3,1,1,NA,NA,NA,3,2,4,0,1,0,1,1,78,4,4,2,6,0,0.752643130937588,0,NA,0,1,1,1,1,1,0,0,1
"3662",4,4,1,3,NA,3,1,3,3,2,3,5,5,3,2,1,1,NA,NA,3,2,NA,0,1,0,1,1,81,2,4,1,6,0,0.752643130937588,1,0,NA,0,0,0,1,1,1,0,1
"3663",10,5,1,1,2,1,2,2,3,2,3,3,1,3,2,1,1,NA,NA,2,2,2,1,2,1,9,0,56,NA,2,1,5,0,0.726049617448173,1,1,1,1,1,1,1,1,1,1,NA
"3664",7,5,1,1,1,1,2,2,2,2,3,1,1,2,2,1,NA,NA,1,4,3,2,0,6,0,1,1,53,14,4,2,4,0,0.981936086575266,1,1,0,1,1,1,0,1,1,0,4
"3665",0,4,3,3,3,3,3,3,5,4,5,5,1,5,3,1,1,NA,1,3,2,2,0,7,0,1,1,34,14,1,2,2,0,1.7139989262992,0,0,0,0,0,0,0,0,0,0,4
"3666",2,5,1,1,1,2,1,1,1,4,4,5,7,1,0,NA,NA,NA,NA,2,1,NA,0,7,0,1,1,55,NA,1,1,5,0,0.942841465289459,1,1,0,0,0,0,0,0,0,0,NA
"3667",1,5,3,3,3,3,3,3,3,5,5,5,7,3,0,NA,NA,NA,NA,3,3,3,1,1,0,NA,NA,75,1,4,2,6,0,0.705039816996184,0,0,0,0,0,0,1,0,0,0,1
"3668",9,4,1,1,2,2,2,2,3,2,3,3,1,3,4,1,1,1,1,1,2,1,1,3,1,1,1,54,14,3,2,4,0,1.13264708321077,1,1,1,0,1,1,1,1,1,1,4
"3669",5,5,1,1,3,2,1,3,3,3,3,3,1,3,3,1,1,NA,1,2,2,3,0,6,0,1,1,30,21,2,2,2,0,1.69324816136055,1,1,0,0,0,0,1,0,1,1,5
"3670",6,4,1,3,3,3,2,2,3,5,3,3,6,3,1,1,NA,NA,NA,4,3,4,0,7,0,1,1,86,9,4,3,6,0,0.752643130937588,1,0,0,0,1,1,1,0,1,1,2
"3671",1,3,3,3,3,3,3,3,5,5,3,5,1,5,4,1,1,1,1,2,2,NA,1,3,1,8,0,50,5,3,2,4,0,0.931102935157328,0,0,0,0,0,0,0,0,1,0,2
"3672",8,5,1,2,2,1,3,2,3,2,3,3,1,3,4,1,1,1,1,1,3,3,0,3,1,3,0,26,6,5,1,2,0,1.4485170827287,1,0,1,1,0,1,1,1,1,1,2
"3673",2,5,1,3,1,3,1,3,5,2,5,5,7,5,0,NA,NA,NA,NA,1,2,NA,0,6,0,2,0,65,10,5,1,6,0,0.743531152830054,1,0,0,0,0,0,0,1,0,0,3
"3674",5,5,1,3,3,3,2,2,5,5,3,3,1,5,4,1,1,1,1,3,1,2,1,3,1,12,0,35,16,5,1,3,0,1.07993347241759,1,0,0,0,1,1,0,0,1,1,4
"3675",5,4,1,3,1,2,1,3,3,2,3,3,2,3,1,NA,1,NA,NA,4,1,NA,0,1,0,1,1,59,10,5,2,5,0,0.765687974011235,1,0,0,0,0,0,1,1,1,1,3
"3676",3,5,1,1,1,2,3,3,5,5,5,3,1,5,4,1,1,1,1,3,3,NA,1,3,1,12,0,54,7,5,4,4,0,0.931102935157328,1,1,0,0,0,0,0,0,0,1,2
"3677",4,5,3,3,3,2,2,3,3,5,3,3,6,3,0,NA,NA,NA,NA,2,2,NA,1,7,0,7,0,71,3,5,2,6,0,0.713680083584822,0,0,0,0,1,0,1,0,1,1,1
"3678",6,5,1,1,1,3,1,2,3,3,3,3,1,3,1,1,NA,NA,NA,1,1,4,0,6,0,1,1,46,NA,5,1,4,0,0.970048141603624,1,1,0,0,0,1,1,0,1,1,NA
"3679",3,5,1,2,2,3,3,3,5,5,4,3,1,5,3,1,1,NA,1,2,2,1,1,3,1,3,0,50,21,5,1,4,0,0.931102935157328,1,0,1,0,0,0,0,0,0,1,5
"3680",5,5,3,3,3,1,1,1,3,2,3,3,2,3,1,1,NA,NA,NA,4,3,1,1,6,0,NA,NA,49,NA,5,1,4,0,0.919830408760329,0,0,0,1,0,0,1,1,1,1,NA
"3681",6,4,1,3,3,2,2,3,3,2,3,3,5,3,0,NA,NA,NA,NA,3,1,2,1,7,0,1,1,61,9,5,2,5,0,0.726049617448173,1,0,0,0,1,0,1,1,1,1,2
"3682",0,5,3,3,3,3,3,3,5,5,5,5,2,5,3,1,1,NA,1,3,3,NA,1,5,0,12,0,35,5,5,3,3,0,1.07993347241759,0,0,0,0,0,0,0,0,0,0,2
"3683",8,5,1,3,2,1,1,2,3,2,3,3,3,3,4,1,1,1,1,1,2,1,0,3,1,12,0,42,14,5,1,3,0,1.33131099512729,1,0,1,1,0,1,1,1,1,1,4
"3684",7,5,1,3,1,3,2,2,3,2,3,3,2,3,1,1,NA,NA,NA,2,1,2,1,3,1,1,1,42,14,5,1,3,0,1.26239130236428,1,0,0,0,1,1,1,1,1,1,4
"3685",0,3,3,3,3,3,3,3,5,5,5,5,NA,5,0,NA,NA,NA,NA,2,3,NA,1,1,0,6,0,91,NA,NA,3,6,0,0.705039816996184,0,0,0,0,0,0,0,0,0,0,NA
"3686",6,3,1,1,2,2,1,1,5,2,3,3,1,5,2,1,NA,NA,1,3,2,4,0,5,0,1,1,27,14,5,2,2,0,1.7139989262992,1,1,1,0,0,0,0,1,1,1,4
"3687",3,1,2,3,3,2,2,1,1,4,3,3,3,1,1,NA,NA,NA,1,1,1,2,0,7,0,10,0,44,7,5,1,3,0,1.33131099512729,0,0,0,0,1,0,0,0,1,1,2
"3688",5,2,1,3,2,3,1,2,5,1,3,3,1,5,3,1,1,NA,1,3,2,4,1,2,1,1,1,38,14,5,3,3,0,1.44678905898337,1,0,1,0,0,1,0,0,1,1,4
"3689",1,5,3,3,3,3,1,3,5,2,5,5,1,5,0,NA,NA,NA,NA,2,2,NA,0,6,0,1,1,65,15,4,2,6,0,0.692027803869837,0,0,0,0,0,0,0,1,0,0,4
"3690",6,5,1,3,3,1,2,3,5,2,3,3,1,5,4,1,1,1,1,3,1,2,1,2,1,1,1,47,20,5,2,4,0,0.73237775646854,1,0,0,1,1,0,0,1,1,1,5
"3691",7,5,1,1,2,3,1,2,3,2,3,5,1,3,4,1,1,1,1,3,3,1,0,5,0,1,1,53,22,5,2,4,0,0.902854281931357,1,1,1,0,0,1,1,1,1,0,5
"3692",0,2,3,3,3,3,1,3,1,1,5,1,1,1,2,1,1,NA,NA,4,4,4,1,1,0,1,1,36,13,5,3,3,0,4.30602879732634,0,0,0,0,0,0,0,0,0,0,4
