"","pol_knowledge","likelihood_vote","know1","know2","know3","know4","know5","know6","know7","know8","know9","know10","general_internet","election_internet","internet_skills","int_attch","int_post","int_blog","int_down","election_newspaper","election_tv","election_radio","female","highest_qual","tertiary_ed","country_birth","aust_born","age","income","rural_urban","interest_pol","age_cat","age_18_24","weight","know1_correct","know2_correct","know3_correct","know4_correct","know5_correct","know6_correct","know7_correct","know8_correct","know9_correct","know10_correct","income_quintiles"
"1",3,5,1,3,1,1,1,3,5,5,5,3,1,5,4,1,1,1,1,4,3,3,1,3,1,1,1,43,22,5,3,3,0,1.40422425242532,1,0,0,1,0,0,0,0,0,1,5
"2",9,5,1,1,2,2,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,2,1,12,0,61,22,5,1,5,0,0.851715011726785,1,1,1,0,1,1,1,1,1,1,5
"3",8,5,1,1,2,3,2,2,3,2,3,5,1,3,3,1,1,NA,1,1,2,2,0,5,0,1,1,52,20,5,1,4,0,0.911903409714549,1,1,1,0,1,1,1,1,1,0,5
"4",4,5,1,NA,1,2,1,1,3,2,3,2,2,3,1,1,NA,NA,NA,1,1,1,1,1,0,1,1,69,12,5,1,6,0,0.77475821048464,1,NA,0,0,0,0,1,1,1,0,3
"5",4,4,1,1,1,3,1,3,3,2,NA,1,3,3,0,NA,NA,NA,NA,2,1,3,1,4,0,1,1,61,2,5,1,5,0,0.982439220788559,1,1,0,0,0,0,1,1,NA,0,1
"6",6,5,1,1,2,3,1,2,5,2,3,5,1,5,4,1,1,1,1,2,2,1,1,1,0,1,1,20,14,5,1,1,1,1.91487075184003,1,1,1,0,0,1,0,1,1,0,4
"7",3,5,3,1,1,3,3,3,5,1,3,3,1,5,2,1,NA,NA,1,3,2,2,1,3,1,12,0,50,19,5,2,4,0,1.01078853174099,0,1,0,0,0,0,0,0,1,1,5
"8",4,5,1,1,1,2,1,1,5,2,4,3,1,5,3,1,1,NA,1,1,1,4,1,2,1,1,1,28,13,5,1,2,0,6.46615621820264,1,1,0,0,0,0,0,1,0,1,4
"9",9,5,1,1,2,1,2,2,3,2,1,3,1,3,3,1,1,NA,1,1,3,4,1,3,1,1,1,62,13,5,1,5,0,0.79784558088334,1,1,1,1,1,1,1,1,0,1,4
"10",2,5,NA,NA,NA,3,1,1,3,5,3,2,7,3,0,NA,NA,NA,NA,3,NA,NA,1,6,0,1,1,72,7,5,2,6,0,0.77475821048464,NA,NA,NA,0,0,0,1,0,1,0,2
"11",7,5,1,1,1,3,1,2,3,2,3,3,5,3,0,NA,NA,NA,NA,3,1,1,1,2,1,1,1,79,16,5,1,6,0,0.77475821048464,1,1,0,0,0,1,1,1,1,1,4
"12",7,4,1,2,2,3,2,2,3,2,5,3,1,3,3,1,1,NA,1,3,2,3,1,3,1,1,1,28,14,5,2,2,0,1.7859839979236,1,0,1,0,1,1,1,1,0,1,4
"13",1,2,1,3,1,3,3,3,5,1,5,5,1,5,2,1,1,NA,NA,2,3,2,0,7,0,1,1,40,11,5,3,3,0,1.48088725213568,1,0,0,0,0,0,0,0,0,0,3
"14",9,5,1,1,1,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,2,1,1,1,64,22,5,1,5,0,0.851715011726785,1,1,0,1,1,1,1,1,1,1,5
"15",9,5,1,1,2,2,2,2,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,1,0,2,1,12,0,70,19,5,1,6,0,0.827068813990002,1,1,1,0,1,1,1,1,1,1,5
"16",5,5,3,1,2,2,1,3,3,1,3,3,5,3,2,1,NA,NA,1,3,3,3,0,1,0,6,0,64,15,5,3,5,0,0.719792600317747,0,1,1,0,0,0,1,0,1,1,4
"17",0,5,3,3,3,3,3,3,5,5,5,5,1,5,4,1,1,1,1,4,2,3,0,5,0,1,1,20,18,5,2,1,1,1.99496397669468,0,0,0,0,0,0,0,0,0,0,5
"18",9,5,1,1,2,2,2,2,3,2,3,3,3,3,1,1,NA,NA,NA,4,1,4,0,1,0,1,1,51,5,1,1,4,0,0.970048141603624,1,1,1,0,1,1,1,1,1,1,2
"19",7,5,1,1,2,2,2,2,5,1,3,3,1,5,3,1,1,NA,1,2,1,1,0,6,0,1,1,55,21,5,1,5,0,0.851715011726785,1,1,1,0,1,1,0,0,1,1,5
"20",9,5,1,1,2,1,2,2,3,2,3,1,2,3,1,1,NA,NA,NA,2,1,1,1,2,1,1,1,59,22,5,1,5,0,0.79784558088334,1,1,1,1,1,1,1,1,1,0,5
"21",8,5,1,1,2,2,2,2,3,2,3,1,1,3,4,1,1,1,1,2,2,4,1,2,1,1,1,46,22,5,2,4,0,1.0231757504036,1,1,1,0,1,1,1,1,1,0,5
"22",7,5,1,1,3,2,1,2,3,2,3,3,1,3,4,1,1,1,1,2,1,1,0,2,1,1,1,43,22,5,1,3,0,1.48088725213568,1,1,0,0,0,1,1,1,1,1,5
"23",9,5,1,1,2,1,1,2,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,4,1,3,1,1,1,66,22,5,1,6,0,0.784252876344567,1,1,1,1,0,1,1,1,1,1,5
"24",2,1,2,1,2,2,1,3,5,5,5,5,1,5,1,1,NA,NA,NA,4,3,3,1,3,1,1,1,52,13,5,3,4,0,1.01078853174099,0,1,1,0,0,0,0,0,0,0,4
"25",8,5,1,1,2,3,1,2,3,2,3,3,1,3,1,1,NA,NA,NA,2,2,NA,1,5,0,1,1,78,21,5,2,6,0,0.77475821048464,1,1,1,0,0,1,1,1,1,1,5
"26",1,5,3,1,1,3,3,3,5,5,5,5,1,5,3,1,1,NA,1,3,2,2,1,1,0,1,1,20,12,5,2,1,1,1.89168810437763,0,1,0,0,0,0,0,0,0,0,3
"27",5,5,1,2,2,2,2,3,3,5,3,4,2,3,4,1,1,1,1,2,2,2,0,4,0,1,1,49,22,4,2,4,0,1.07903557629776,1,0,1,0,1,0,1,0,1,0,5
"28",9,5,1,1,2,1,2,2,3,5,3,3,1,3,3,1,1,NA,1,3,1,NA,1,6,0,12,0,52,3,5,1,4,0,1.01078853174099,1,1,1,1,1,1,1,0,1,1,1
"29",8,5,1,2,2,2,2,2,3,2,3,3,1,3,4,1,1,1,1,2,2,3,0,5,0,1,1,68,11,5,1,6,0,0.827068813990002,1,0,1,0,1,1,1,1,1,1,3
"30",8,5,1,1,1,1,1,2,3,2,3,3,1,3,2,1,NA,NA,1,3,3,1,1,3,1,1,1,61,12,5,1,5,0,0.682530168738235,1,1,0,1,0,1,1,1,1,1,3
"31",7,5,1,3,2,2,3,2,3,2,3,3,1,3,3,1,1,NA,1,2,1,1,1,3,1,1,1,47,NA,5,1,4,0,1.01078853174099,1,0,1,0,0,1,1,1,1,1,NA
"32",7,5,1,2,3,2,2,2,3,2,3,3,1,3,2,1,NA,NA,1,1,1,3,1,2,1,1,1,52,19,5,1,4,0,1.01078853174099,1,0,0,0,1,1,1,1,1,1,5
"33",4,5,2,1,1,2,2,1,1,2,3,1,7,1,0,NA,NA,NA,NA,2,1,NA,1,7,0,1,1,63,4,5,1,5,0,0.79784558088334,0,1,0,0,1,0,0,1,1,0,1
"34",6,4,1,1,3,2,1,3,3,2,3,3,1,3,3,1,1,NA,1,2,4,1,1,2,1,1,1,44,16,5,2,3,0,1.40422425242532,1,1,0,0,0,0,1,1,1,1,4
"35",8,5,1,2,2,2,2,2,3,2,3,3,1,3,4,1,1,1,1,1,1,3,0,1,0,1,1,23,22,5,1,1,1,2.01941227050425,1,0,1,0,1,1,1,1,1,1,5
"36",6,2,1,1,2,2,1,NA,3,2,3,NA,1,3,1,1,NA,NA,NA,3,2,3,0,3,1,1,1,77,11,5,3,6,0,0.827068813990002,1,1,1,0,0,NA,1,1,1,NA,3
"37",9,5,1,1,2,1,1,2,3,2,3,3,1,3,3,1,1,NA,1,1,3,3,0,3,1,1,1,54,22,5,1,4,0,1.06597208293109,1,1,1,1,0,1,1,1,1,1,5
"38",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1.10605854090284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",5,5,1,NA,1,2,2,NA,3,NA,3,3,2,3,1,1,NA,NA,NA,2,1,1,1,5,0,5,0,74,2,5,1,6,0,0.784252876344567,1,NA,0,0,1,NA,1,NA,1,1,1
"40",10,5,1,1,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,5,0,1,1,50,22,5,1,4,0,1.06597208293109,1,1,1,1,1,1,1,1,1,1,5
"41",10,5,1,1,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,3,1,1,1,57,19,5,1,5,0,0.851715011726785,1,1,1,1,1,1,1,1,1,1,5
"42",7,5,1,1,2,2,1,1,3,2,3,3,1,3,4,1,1,1,1,2,2,1,1,3,1,1,1,36,17,5,1,3,0,1.28039137742847,1,1,1,0,0,0,1,1,1,1,4
"43",10,5,1,1,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,2,3,1,2,1,1,1,26,19,5,2,2,0,1.7859839979236,1,1,1,1,1,1,1,1,1,1,5
"44",10,5,1,1,2,1,2,2,3,2,3,3,1,3,4,1,1,1,1,1,1,4,0,2,1,1,1,26,12,5,1,2,0,1.88348900147202,1,1,1,1,1,1,1,1,1,1,3
"45",9,5,1,2,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,2,2,3,1,3,1,1,1,26,18,5,2,2,0,1.7859839979236,1,0,1,1,1,1,1,1,1,1,5
"46",0,5,3,3,3,3,3,3,5,5,5,5,3,5,1,1,NA,NA,NA,3,4,4,1,1,0,1,1,47,16,5,3,4,0,1.0231757504036,0,0,0,0,0,0,0,0,0,0,4
"47",9,5,1,1,2,2,2,2,3,2,3,3,2,3,2,1,NA,NA,1,1,1,1,0,3,1,1,1,48,17,5,1,4,0,1.31260084360898,1,1,1,0,1,1,1,1,1,1,4
"48",2,3,1,1,3,3,1,3,5,5,5,5,1,5,4,1,1,1,1,3,2,4,1,1,0,NA,NA,21,14,5,2,1,1,1.91487075184003,1,1,0,0,0,0,0,0,0,0,4
"49",8,5,1,1,2,1,1,2,3,1,3,3,1,3,2,1,NA,NA,1,2,3,4,1,2,1,1,1,67,3,5,1,6,0,0.662779696727724,1,1,1,1,0,1,1,0,1,1,1
"50",9,5,1,1,2,1,1,2,3,2,3,3,1,3,4,1,1,1,1,1,1,3,0,3,1,1,1,40,22,5,1,3,0,1.46295868590486,1,1,1,1,0,1,1,1,1,1,5
"51",4,5,1,1,1,2,1,3,3,1,3,1,2,3,2,1,NA,NA,1,4,3,2,1,3,1,1,1,39,22,5,1,3,0,1.40422425242532,1,1,0,0,0,0,1,0,1,0,5
"52",3,4,2,1,1,3,3,3,5,2,3,1,7,5,0,NA,NA,NA,NA,2,2,2,1,6,0,1,1,99,22,5,2,6,0,0.784252876344567,0,1,0,0,0,0,0,1,1,0,5
"53",8,2,1,1,2,2,2,2,3,2,5,3,1,3,2,1,1,NA,NA,4,2,1,1,3,1,1,1,32,12,5,2,2,0,1.7859839979236,1,1,1,0,1,1,1,1,0,1,3
"54",9,4,1,1,2,1,1,2,3,2,3,3,1,3,4,1,1,1,1,3,3,2,0,3,1,1,1,44,21,5,1,3,0,1.48088725213568,1,1,1,1,0,1,1,1,1,1,5
"55",8,5,1,1,2,2,2,1,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,0,6,0,1,1,38,22,5,1,3,0,1.46295868590486,1,1,1,0,1,0,1,1,1,1,5
"56",5,5,1,1,3,3,1,3,3,2,3,5,1,3,2,1,NA,NA,1,4,3,4,0,3,1,1,1,39,16,5,3,3,0,1.48088725213568,1,1,0,0,0,0,1,1,1,0,4
"57",5,5,1,1,2,3,1,2,2,1,3,1,1,2,4,1,1,1,1,1,2,2,1,2,1,1,1,29,21,5,1,2,0,1.7859839979236,1,1,1,0,0,1,0,0,1,0,5
"58",3,NA,1,3,3,3,2,3,2,5,3,5,1,2,1,1,NA,NA,NA,4,2,3,1,6,0,6,0,61,15,5,3,5,0,0.807623182586416,1,0,0,0,1,0,0,0,1,0,4
"59",9,5,1,1,3,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,1,1,1,1,7,0,1,1,53,14,5,1,4,0,0.919830408760329,1,1,0,1,1,1,1,1,1,1,4
"60",6,5,2,1,1,1,2,2,3,2,5,5,1,3,1,1,NA,NA,NA,2,1,1,1,6,0,2,0,69,7,5,2,6,0,0.705039816996184,0,1,0,1,1,1,1,1,0,0,2
"61",5,4,1,2,2,2,2,3,3,2,5,1,1,3,1,1,NA,NA,NA,3,2,2,1,1,0,1,1,43,12,5,3,3,0,1.26239130236428,1,0,1,0,1,0,1,1,0,0,3
"62",3,2,1,3,3,3,3,1,3,2,5,5,2,3,3,1,1,NA,1,3,NA,2,1,3,1,8,0,35,10,4,2,3,0,1.27786191427678,1,0,0,0,0,0,1,1,0,0,3
"63",1,5,3,3,3,3,3,3,5,5,3,5,1,5,3,1,1,NA,1,2,2,3,1,3,1,8,0,39,16,4,2,3,0,1.26239130236428,0,0,0,0,0,0,0,0,1,0,4
"64",4,4,1,1,2,2,1,3,5,2,5,5,1,5,2,1,NA,NA,1,3,3,3,1,3,1,8,0,48,9,5,3,4,0,0.919830408760329,1,1,1,0,0,0,0,1,0,0,2
"65",8,4,1,1,3,2,2,2,3,2,3,3,2,3,3,1,1,NA,1,2,2,3,0,2,1,8,0,57,13,5,2,5,0,0.765687974011235,1,1,0,0,1,1,1,1,1,1,4
"66",4,5,1,3,1,2,1,3,NA,2,3,3,7,NA,0,NA,NA,NA,NA,1,1,1,0,6,0,12,0,66,8,5,1,6,0,0.915558328479589,1,0,0,0,0,0,NA,1,1,1,2
"67",10,3,1,1,2,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,3,1,1,0,3,1,1,1,60,14,5,1,5,0,0.765687974011235,1,1,1,1,1,1,1,1,1,1,4
"68",9,5,1,1,1,1,2,2,3,2,3,3,1,3,3,1,1,NA,1,2,4,4,0,3,1,8,0,47,11,4,2,4,0,0.970048141603624,1,1,0,1,1,1,1,1,1,1,3
"69",3,4,3,2,2,3,1,3,5,2,3,5,1,5,3,1,1,NA,1,2,2,NA,0,4,0,3,0,56,18,5,2,5,0,0.775071484076463,0,0,1,0,0,0,0,1,1,0,5
"70",2,5,3,3,1,3,1,1,2,2,3,5,3,2,2,1,NA,NA,1,2,2,NA,0,6,0,5,0,73,7,4,2,6,0,0.752643130937588,0,0,0,0,0,0,0,1,1,0,2
"71",9,5,1,1,1,1,2,2,3,2,3,3,1,3,2,1,1,NA,NA,1,1,1,1,4,0,1,1,62,9,5,1,5,0,0.726049617448173,1,1,0,1,1,1,1,1,1,1,2
"72",5,4,1,3,3,1,1,1,3,2,3,1,1,3,2,1,NA,NA,1,3,3,3,1,3,1,1,1,56,22,5,2,5,0,0.621111126993497,1,0,0,1,0,0,1,1,1,0,5
"73",9,5,1,1,2,3,2,2,3,2,3,3,1,3,3,1,1,NA,1,3,1,1,0,5,0,1,1,58,18,5,2,5,0,0.775071484076463,1,1,1,0,1,1,1,1,1,1,5
"74",0,5,NA,NA,NA,NA,NA,NA,5,5,5,1,1,5,1,NA,1,NA,NA,3,1,NA,1,7,0,12,0,66,4,5,1,6,0,0.713680083584822,NA,NA,NA,NA,NA,NA,0,0,0,0,1
"75",4,5,1,1,2,3,1,1,5,1,5,3,1,5,3,1,1,NA,1,3,2,2,0,5,0,1,1,75,12,5,1,6,0,0.743531152830054,1,1,1,0,0,0,0,0,0,1,3
"76",8,5,1,1,1,3,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,4,1,1,0,1,0,3,0,71,9,5,1,6,0,0.752643130937588,1,1,0,0,1,1,1,1,1,1,2
"77",1,3,2,3,3,3,3,3,3,3,2,2,3,3,1,NA,1,NA,NA,2,1,NA,0,3,1,8,0,61,2,2,2,5,0,0.765687974011235,0,0,0,0,0,0,1,0,0,0,1
"78",8,5,1,1,1,1,2,2,3,5,3,3,4,3,1,1,NA,NA,NA,1,1,1,0,6,0,12,0,81,12,5,1,6,0,0.752643130937588,1,1,0,1,1,1,1,0,1,1,3
"79",7,4,1,1,2,1,2,3,3,2,5,5,3,3,2,1,NA,NA,1,2,2,1,0,1,0,5,0,62,13,4,2,5,0,0.765687974011235,1,1,1,1,1,0,1,1,0,0,4
"80",9,4,1,1,2,3,2,2,3,2,3,3,1,3,4,1,1,1,1,2,2,3,1,3,1,8,0,35,21,5,2,3,0,1.26239130236428,1,1,1,0,1,1,1,1,1,1,5
"81",0,4,3,3,3,3,3,3,5,5,1,5,5,5,0,NA,NA,NA,NA,3,2,3,0,1,0,8,0,60,11,5,3,5,0,0.765687974011235,0,0,0,0,0,0,0,0,0,0,3
"82",8,4,1,1,2,2,2,2,1,2,3,3,1,1,3,1,1,NA,1,2,3,2,0,2,1,1,1,36,18,5,1,3,0,1.33131099512729,1,1,1,0,1,1,0,1,1,1,5
"83",4,NA,1,3,2,3,1,3,3,5,5,3,3,3,1,1,NA,NA,NA,3,3,NA,1,5,0,NA,NA,76,4,5,3,6,0,0.705039816996184,1,0,1,0,0,0,1,0,0,1,1
"84",10,5,1,1,2,1,2,2,3,2,3,3,4,3,2,1,NA,NA,1,1,1,2,1,3,1,3,0,56,15,5,1,5,0,0.726049617448173,1,1,1,1,1,1,1,1,1,1,4
"85",7,5,1,2,2,1,1,3,3,2,3,3,7,3,0,NA,NA,NA,NA,4,4,4,1,3,1,1,1,65,NA,5,3,6,0,0.868161440046779,1,0,1,1,0,0,1,1,1,1,NA
"86",2,5,3,1,1,2,1,2,5,5,5,5,7,5,0,NA,NA,NA,NA,2,2,2,0,1,0,1,1,61,9,5,2,5,0,0.765687974011235,0,1,0,0,0,1,0,0,0,0,2
"87",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,NA,NA,NA,NA,3,4,4,1,7,0,10,0,57,7,5,3,5,0,0.726049617448173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"88",5,3,1,1,1,3,2,2,5,2,5,5,1,5,4,1,1,1,1,4,4,1,0,5,0,1,1,29,11,5,2,2,0,1.4485170827287,1,1,0,0,1,1,0,1,0,0,3
"89",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.0361136531232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",5,5,1,3,1,2,3,2,2,2,3,3,1,2,4,1,1,1,1,1,1,2,0,4,0,1,1,36,10,5,1,3,0,1.34762621822957,1,0,0,0,0,1,0,1,1,1,3
"91",8,5,1,1,2,3,2,2,5,2,3,3,1,5,2,1,1,NA,NA,4,1,1,1,1,0,1,1,70,3,5,1,6,0,0.713680083584822,1,1,1,0,1,1,0,1,1,1,1
"92",2,5,1,3,3,3,1,1,1,3,3,5,1,1,3,1,1,NA,1,2,2,3,1,6,0,1,1,39,NA,5,3,3,0,1.26239130236428,1,0,0,0,0,0,0,0,1,0,NA
"93",9,5,1,1,2,1,2,1,3,2,3,3,1,3,3,1,1,NA,1,1,1,4,1,3,1,12,0,80,6,5,1,6,0,0.713680083584822,1,1,1,1,1,0,1,1,1,1,2
"94",9,5,1,2,2,1,2,2,3,2,3,3,2,3,2,1,1,NA,NA,2,1,2,0,1,0,12,0,62,12,5,2,5,0,0.775071484076463,1,0,1,1,1,1,1,1,1,1,3
"95",0,4,3,3,3,3,3,3,5,5,5,5,3,5,3,1,1,NA,1,4,2,2,1,3,1,12,0,37,16,4,3,3,0,1.27786191427678,0,0,0,0,0,0,0,0,0,0,4
"96",5,3,1,1,1,2,1,2,3,2,4,5,1,3,4,1,1,1,1,3,2,2,0,6,0,1,1,23,14,5,3,1,1,1.83769082840122,1,1,0,0,0,1,1,1,0,0,4
"97",2,4,1,3,3,3,1,1,2,1,3,1,7,2,0,NA,NA,NA,NA,1,1,1,1,7,0,11,0,52,NA,5,1,4,0,0.931102935157328,1,0,0,0,0,0,0,0,1,0,NA
"98",4,5,1,1,3,3,1,3,2,5,3,3,1,2,3,1,1,NA,1,4,2,1,1,3,1,12,0,42,16,5,2,3,0,1.07993347241759,1,1,0,0,0,0,0,0,1,1,4
"99",9,5,1,1,2,2,2,2,3,2,3,3,1,3,4,1,1,1,1,3,2,2,0,3,1,1,1,27,12,5,2,2,0,1.7139989262992,1,1,1,0,1,1,1,1,1,1,3
"100",8,5,1,1,1,1,2,2,3,1,3,3,1,3,3,1,1,NA,1,1,2,1,1,3,1,3,0,56,15,5,1,5,0,0.621111126993497,1,1,0,1,1,1,1,0,1,1,4
"101",9,4,1,1,2,2,2,2,3,2,3,3,1,3,3,1,1,NA,1,3,2,1,0,5,0,11,0,41,17,5,1,3,0,1.63932992551266,1,1,1,0,1,1,1,1,1,1,4
"102",0,5,NA,NA,NA,NA,NA,NA,5,5,5,5,3,5,0,NA,NA,NA,NA,3,3,NA,0,NA,NA,10,0,68,1,NA,4,6,0,0.915558328479589,NA,NA,NA,NA,NA,NA,0,0,0,0,1
"103",7,5,1,1,2,2,1,2,3,2,3,2,2,3,1,1,NA,NA,NA,2,2,4,1,2,1,8,0,53,16,5,2,4,0,0.931102935157328,1,1,1,0,0,1,1,1,1,0,4
"104",0,3,3,3,3,3,3,3,5,5,5,5,1,5,1,1,NA,NA,NA,2,2,2,0,6,0,1,1,41,11,5,3,3,0,1.34762621822957,0,0,0,0,0,0,0,0,0,0,3
"105",4,4,1,3,1,1,1,3,5,5,3,3,1,5,3,1,1,NA,1,2,2,2,1,1,0,1,1,53,12,5,2,4,0,1.13264708321077,1,0,0,1,0,0,0,0,1,1,3
"106",8,5,1,2,2,1,1,2,3,2,3,3,4,3,2,1,NA,NA,1,2,2,NA,0,3,1,11,0,63,12,5,2,5,0,0.775071484076463,1,0,1,1,0,1,1,1,1,1,3
"107",9,5,1,1,2,1,2,2,3,5,3,3,7,3,0,NA,NA,NA,NA,1,2,2,1,1,0,1,1,88,13,5,2,6,0,0.705039816996184,1,1,1,1,1,1,1,0,1,1,4
"108",8,5,1,1,1,1,2,NA,3,2,3,3,1,3,4,1,1,1,1,2,3,2,1,NA,NA,1,1,80,4,4,2,6,0,0.713680083584822,1,1,0,1,1,NA,1,1,1,1,1
"109",2,4,1,3,1,1,1,3,NA,5,5,5,7,NA,0,NA,NA,NA,NA,2,3,NA,0,1,0,3,0,94,NA,5,2,6,0,0.915558328479589,1,0,0,1,0,0,NA,0,0,0,NA
"110",7,4,2,1,2,3,1,2,3,2,3,3,1,3,2,1,NA,NA,1,4,2,4,0,3,1,1,1,37,16,5,2,3,0,1.13889196094972,0,1,1,0,0,1,1,1,1,1,4
"111",8,1,1,1,2,3,1,2,3,2,3,3,1,3,2,1,NA,NA,1,NA,3,2,1,2,1,1,1,84,3,5,2,6,0,0.868161440046779,1,1,1,0,0,1,1,1,1,1,1
"112",1,2,1,3,3,3,1,3,5,5,5,5,3,5,0,NA,NA,NA,NA,3,2,4,0,1,0,1,1,49,1,5,3,4,0,0.981936086575266,1,0,0,0,0,0,0,0,0,0,1
"113",7,5,1,1,1,2,2,1,3,2,3,3,1,3,1,1,NA,NA,NA,1,1,1,1,4,0,1,1,57,13,5,1,5,0,0.726049617448173,1,1,0,0,1,0,1,1,1,1,4
"114",1,3,3,1,1,2,3,3,1,4,5,5,5,1,0,NA,NA,NA,NA,3,4,NA,0,7,0,1,1,36,1,1,4,3,0,1.33131099512729,0,1,0,0,0,0,0,0,0,0,1
"115",4,2,1,3,2,2,1,1,3,2,5,5,5,3,0,NA,NA,NA,NA,2,2,NA,0,6,0,1,1,74,1,5,1,6,0,0.752643130937588,1,0,1,0,0,0,1,1,0,0,1
"116",0,5,3,NA,NA,NA,NA,NA,5,5,4,5,7,5,0,NA,NA,NA,NA,1,1,NA,0,1,0,2,0,49,1,5,1,4,0,0.970048141603624,0,NA,NA,NA,NA,NA,0,0,0,0,1
"117",4,5,3,3,3,3,1,2,3,2,3,5,1,3,3,1,1,NA,1,1,1,3,1,3,1,1,1,41,22,5,2,3,0,1.26239130236428,0,0,0,0,0,1,1,1,1,0,5
"118",2,4,1,3,3,1,1,3,5,5,5,5,7,5,0,NA,NA,NA,NA,2,4,4,1,1,0,3,0,86,3,5,2,6,0,0.713680083584822,1,0,0,1,0,0,0,0,0,0,1
"119",5,5,1,1,3,3,1,2,2,2,3,4,1,2,3,1,1,NA,1,2,2,3,1,2,1,1,1,32,22,5,4,2,0,1.6055916006624,1,1,0,0,0,1,0,1,1,0,5
"120",8,5,1,1,2,1,1,2,3,2,4,3,1,3,2,1,NA,NA,1,2,1,3,0,3,1,12,0,64,11,4,1,5,0,0.765687974011235,1,1,1,1,0,1,1,1,0,1,3
"121",3,4,1,3,3,3,3,3,3,5,3,5,1,3,4,1,1,1,1,3,1,3,1,2,1,1,1,28,12,5,1,2,0,1.62526813399821,1,0,0,0,0,0,1,0,1,0,3
"122",2,5,1,3,3,3,3,3,2,2,5,5,7,2,0,NA,NA,NA,NA,1,1,NA,1,3,1,1,1,79,5,5,2,6,0,0.868161440046779,1,0,0,0,0,0,0,1,0,0,2
"123",4,5,1,1,2,3,1,3,5,1,3,5,1,5,4,1,1,1,1,4,1,2,1,3,1,1,1,37,13,5,1,3,0,1.07993347241759,1,1,1,0,0,0,0,0,1,0,4
"124",5,5,1,1,1,2,1,2,2,2,3,5,1,2,3,1,1,NA,1,4,2,1,1,2,1,12,0,48,13,5,2,4,0,0.931102935157328,1,1,0,0,0,1,0,1,1,0,4
"125",9,3,1,1,3,1,2,2,3,2,3,3,2,3,2,1,NA,NA,1,4,3,3,1,3,1,12,0,63,10,4,3,5,0,0.726049617448173,1,1,0,1,1,1,1,1,1,1,3
"126",8,5,1,1,2,1,2,2,3,3,3,1,1,3,1,1,NA,NA,NA,1,1,1,0,6,0,1,1,58,22,5,1,5,0,0.775071484076463,1,1,1,1,1,1,1,0,1,0,5
"127",7,5,1,3,3,2,2,2,3,2,3,3,2,3,2,1,1,NA,NA,3,3,2,1,3,1,1,1,60,14,5,2,5,0,0.726049617448173,1,0,0,0,1,1,1,1,1,1,4
"128",1,3,3,3,1,2,3,3,5,5,3,5,4,5,0,NA,NA,NA,NA,2,2,3,1,6,0,5,0,52,14,5,2,4,0,0.919830408760329,0,0,0,0,0,0,0,0,1,0,4
"129",3,5,1,2,1,2,3,1,3,5,3,5,1,3,2,1,NA,NA,1,2,1,2,1,2,1,12,0,44,1,4,1,3,0,1.26239130236428,1,0,0,0,0,0,1,0,1,0,1
"130",5,5,1,1,1,3,1,1,3,5,3,3,1,3,1,1,NA,NA,NA,1,1,4,0,2,1,1,1,58,12,5,1,5,0,0.765687974011235,1,1,0,0,0,0,1,0,1,1,3
"131",5,4,1,1,1,2,2,2,2,2,1,4,1,2,2,1,1,NA,NA,2,1,2,0,1,0,8,0,47,4,2,2,4,0,3.5551002357625,1,1,0,0,1,1,0,1,0,0,1
"132",5,5,1,1,3,3,1,3,3,2,4,3,1,3,4,1,1,1,1,2,2,1,0,3,1,3,0,46,21,5,2,4,0,0.981936086575266,1,1,0,0,0,0,1,1,0,1,5
"133",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.850625987061035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",9,5,1,1,2,2,2,2,3,2,3,3,7,3,0,NA,NA,NA,NA,1,2,2,0,6,0,5,0,82,13,5,1,6,0,0.743531152830054,1,1,1,0,1,1,1,1,1,1,4
